Commodity,Geolocation,Annual 1994,Annual 1995,Annual 1996,Annual 1997,Annual 1998,Annual 1999,Annual 2000,Annual 2001,Annual 2002,Annual 2003,Annual 2004,Annual 2005,Annual 2006,Annual 2007,Annual 2008,Annual 2009,Annual 2010,Annual 2011,Annual 2012,Annual 2013,Annual 2014,Annual 2015,Annual 2016,Annual 2017,Annual 2018
Corn,....Apayao,.,.,.,.,.,.,66.719314,66.12515,65.756619,82.633875,83.461191,87.913658,90.230144,87.342058,87.793321,84.228339,90.297834,95.449759,100,101.9,120.2,128,168,171.6,188.6
Corn,..Region I (Ilocos Region),43.344907,47.482639,49.392361,52.274306,59.091435,61.579861,63.668981,68.923611,69.045139,65.271991,64.90162,66.793981,69.438657,67.615741,71.770833,78.761574,83.721065,95.596065,100,110.6,127,130.1,131.1,141.9,149.1
Corn,....Ilocos Norte,37.493319,40.032068,40.758062,41.755746,45.951363,51.492072,51.977552,51.590059,51.563335,50.008908,52.057723,52.743631,53.398361,55.59861,61.851951,66.86264,80.95938,100.872973,100,112.9,156.3,161.2,179.3,208.7,214.5
Corn,....Ilocos Sur,42.061986,45.635674,53.067679,55.740038,53.631668,53.24689,55.249842,55.376344,55.671516,56.367278,58.628505,60.847565,63.245836,64.547755,83.902593,87.523719,95.38794,98.734978,100,99.1,99.5,109.2,124,130.5,144.6
Corn,....La Union,28.069683,27.963725,30.076664,28.992147,31.675393,35.78908,35.870107,32.563575,30.977312,36.421715,34.657816,38.696709,37.41274,43.963475,46.730865,62.643356,63.045375,90.014959,100,102.7,119,122.4,123.9,126.5,133.2
Corn,....Pangasinan,51.81351,58.28928,59.941263,65.095448,74.963289,76.328928,79.662261,90.381791,91.365639,82.452276,82.136564,83.18649,88.098385,81.321586,84.743025,88.017621,93.333333,97.048458,100,114.2,128.7,130.2,125.9,136.4,142.8
Corn,..Region II (Cagayan Valley),49.009538,49.131817,56.529714,57.373441,64.905845,62.967718,59.421619,62.625336,62.729274,62.282954,66.923453,68.421374,73.379799,74.003424,84.060895,85.393739,92.816092,104.218635,100,96.8,97.1,98.3,101.8,116.6,133
Corn,....Batanes,33.113144,42.00542,34.490741,36.585366,42.818428,36.585366,51.467931,52.168022,52.280939,52.168022,53.071364,60.179539,67.716802,67.818428,77.309169,83.931798,93.303975,99.141825,100,100,100,100.4,126.4,182.8,141.4
Corn,....Cagayan,52.91471,48.174231,62.702139,62.845592,68.596766,68.362024,62.539124,68.029473,68.518519,67.207877,69.50313,71.648409,78.279864,78.299426,84.943923,86.111111,93.988002,113.347679,100,85.7,86.1,95.2,98.5,103.2,99.7
Corn,....Isabela,48.416076,52.742317,53.102837,55.053191,64.438534,60.265957,58.451537,59.308511,59.367612,59.391253,66.217494,67.630024,70.910165,70.283688,85.36643,85.230496,93.510638,97.559102,100,100.8,99.5,99.5,101.7,126.6,160.6
Corn,....Nueva Vizcaya,29.376368,35.927243,38.958789,36.410467,40.312728,40.226112,42.551058,45.044675,45.340992,44.570569,48.723559,52.042305,54.704595,65.016411,71.061269,79.025346,84.710066,91.835339,100,100.9,101,96.3,99.6,101,107.4
Corn,....Quirino,39.423077,42.115385,47.52331,49.679487,63.344988,62.977855,58.438228,60.722611,56.660839,61.946387,71.456876,63.403263,69.965035,77.086247,79.597902,88.607226,84.131702,87.144522,100,95.2,108.7,108.1,111.7,111.8,125.3
Corn,..Region III (Central Luzon),29.294606,32.316736,38.699862,40.802213,43.554633,46.023513,53.437068,56.970954,60.733057,65.179806,73.831259,78.616874,83.001383,85.71231,95.982019,105.843707,98.865837,101.341632,100,92.9,95.8,100.2,106.6,110.8,122.1
Corn,....Bataan,45.722475,48.891413,53.147307,56.067489,56.781311,59.836686,61.475233,64.974043,63.075925,64.536016,64.30889,64.503569,64.892927,64.892927,80.780878,106.099935,98.507463,98.518278,100,105.2,104.4,109.4,106.4,107.4,109.3
Corn,....Bulacan,22.966102,25.317797,34.70339,36.631356,40.861582,46.080508,61.242938,70.967514,75.543785,76.122881,78.813559,78.686441,84.745763,89.385593,100.338983,106.271186,104.011299,102.20339,100,84.9,85.1,91.5,97.9,104.9,107.9
Corn,....Nueva Ecija,42.438765,46.547746,51.455449,54.810082,53.887114,48.793042,47.444089,45.793397,48.42918,58.075967,83.661697,98.908413,106.514022,110.685126,122.266596,130.786297,103.70962,107.223997,100,88.8,81.6,91.7,97.1,100.8,132.2
Corn,....Pampanga,13.764928,18.395139,22.627278,21.888749,25.749005,34.998952,46.296878,48.947203,54.68259,59.139954,59.836581,64.760109,62.853551,60.821286,70.306935,81.400587,86.921224,100.921852,100,99.9,116.7,111.7,122.3,123.7,131.9
Corn,....Tarlac,18.37226,18.044458,21.568326,24.072936,30.982381,33.169432,41.384962,41.559107,48.555624,55.634091,57.862118,57.559926,61.524278,65.842041,70.098341,80.669945,90.765212,89.085228,100,93.4,91.6,99.4,103.7,104.6,112.4
Corn,....Zambales,39.883578,45.870098,44.693627,47.291667,49.485294,51.740196,50.343137,54.068627,54.276961,55.680147,59.944853,62.567402,73.547794,64.417892,71.317402,77.077206,82.824755,86.397059,100,108.5,110,124.5,117.7,123.6,142.7
Corn,....Aurora,48.354935,50.257561,71.81788,75.905616,85.842473,90.511798,85.692921,78.996344,83.649053,84.280492,104.968428,97.922898,99.833832,98.778664,87.919575,90.353938,91.766368,92.713526,100,111.2,118.3,112.1,139.1,168.9,167
Corn,..Region IV-A (CALABARZON),27.216596,29.513149,31.938522,35.763149,39.445629,45.899964,45.806681,48.622957,47.592395,48.636283,51.128287,52.136638,53.309346,61.864783,68.314677,77.687456,99.600213,102.145522,100,104.1,101.1,104.6,129.5,127.5,132.7
Corn,....Batangas,56.50289,60.741811,67.475915,70.780347,77.909441,102.880539,97.466281,107.996146,96.782274,98.256262,110.88632,108.49711,115.645472,126.117534,141.974952,144.662813,110.799615,111.117534,100,96.6,106.5,104.5,133.4,132.7,129.9
Corn,....Cavite,20.517221,23.238801,28.079841,29.657394,30.777336,37.307322,37.171845,37.078516,36.732298,36.982177,36.970135,36.774446,36.124157,37.822134,40.158357,49.59658,108.426662,109.347905,100,79.9,70.3,71.8,75.8,74.2,81.8
Corn,....Laguna,18.922431,20.971611,19.908703,23.15074,28.718513,30.917633,31.647341,34.029721,34.069705,35.502466,38.011462,40.310542,39.987338,56.957217,65.537118,79.218313,93.326003,98.430628,100,99.6,95.4,97.9,108.3,111,113.7
Corn,....Quezon,40.30715,40.200151,40.968026,51.875629,54.796073,59.730614,61.442598,67.774421,67.982125,68.573766,69.763343,71.827795,75.528701,80.066717,85.183787,89.633686,86.178248,88.607754,100,104.6,120.6,116.6,120.4,135.3,141
Corn,....Rizal,41.224863,45.300122,52.117611,59.110299,62.1039,59.673979,60.839427,60.115783,68.395795,74.756246,76.721511,83.714199,91.392444,93.418647,96.991164,100.784583,90.645948,90.676417,100,128.8,114.8,127.5,182.2,169.1,181.6
Corn,..Region IV-B (MIMAROPA),36.370717,38.431983,42.461059,43.883697,46.308411,47.133956,51.443406,56.72378,59.226376,55.737279,56.978193,59.283489,62.326064,64.267913,69.127726,74.870197,87.004154,95.524403,100,103,111.9,117.2,116.6,116.9,121.6
Corn,....Marinduque,57.763813,62.372349,68.178843,77.827965,83.320241,73.893689,82.115737,78.639696,75.877193,77.336999,78.855721,82.482325,78.593873,78.063629,82.220477,85.912543,85.087719,86.959937,100,97.1,139.2,152,151.7,150.8,152.9
Corn,....Mindoro Occidental,42.010892,45.340115,53.272709,53.642622,52.702425,52.661323,55.892931,62.109536,67.231813,59.324908,57.151665,59.571517,61.636868,63.178175,66.373818,70.067818,82.485614,94.476983,100,100.4,101.4,100.8,98.8,97.7,98.4
Corn,....Mindoro Oriental,31.640345,33.177794,37.538885,48.253171,49.341948,55.671213,56.20962,60.09811,61.683417,58.106006,57.232592,61.677435,71.775544,73.785595,78.912419,84.134961,91.217995,97.086624,100,106.6,119,130.9,128.1,121.7,132.7
Corn,....Palawan,37.376973,38.909006,39.600743,34.675023,38.389044,39.015785,46.45311,50.324977,50.311049,49.252553,54.591458,54.865367,55.775302,57.576602,65.102136,73.848654,92.493036,96.8013,100,104,114.8,120.1,121.1,128.1,129.5
Corn,....Romblon,22.861217,23.795944,27.746092,32.667934,40.716096,37.246515,39.633502,51.721589,58.776933,57.324673,57.805239,61.971905,63.397761,67.35319,67.511618,70.389734,73.743135,93.594212,100,102.4,104.6,107.4,115,121.4,135.9
Corn,..Region V (Bicol Region),28.008172,33.924535,38.832377,39.706138,40.140845,37.46305,40.688576,45.113893,44.600939,46.026778,49.21318,50.486872,52.164841,61.989219,80.920709,95.439923,89.167101,99.287081,100,101.4,108.2,106.2,107,103.1,118.7
Corn,....Albay,.,.,.,.,.,.,.,.,.,.,.,.,65.392157,66.879085,77.303922,80.065359,106.083878,100.196078,100,100,102.7,99.3,95.8,94,90.8
Corn,....Camarines Norte,34.282371,37.714509,40.180274,40.977639,42.312359,42.390362,45.627492,46.338187,45.376148,45.389149,48.881955,48.886289,52.00208,54.667187,75.299012,75.299012,98.535275,120.441151,100,110.6,116.9,125.6,126.6,140.3,144.4
Corn,....Camarines Sur,19.845928,25.550257,29.114698,40.370506,48.832233,47.853999,47.976278,53.729518,51.577403,57.905356,61.62876,65.774028,73.324774,84.201516,60.295916,73.110785,87.30741,99.663732,100,99.9,99.9,99.9,95.9,83.8,110.5
Corn,....Catanduanes,36.446078,37.887255,48.333333,48.779412,49.058824,49.995098,51.063725,51.004902,50.681373,51.058824,54.573529,58.710784,58.808824,58.735294,60.426471,63.132353,100.431373,91.220588,100,108.7,110.5,144.9,172.3,299,412.9
Corn,....Masbate,28.279735,34.218139,39.190914,39.58227,39.616301,36.838523,40.203335,44.597584,44.159435,45.376042,48.523907,49.663944,51.046452,61.055811,82.337928,97.383869,89.093075,99.259826,100,100.9,108.9,105.2,106.2,99.7,113.2
Corn,....Sorsogon,.,.,.,.,.,.,.,.,.,.,.,.,32.372314,44.84127,46.801101,55.37199,55.039952,76.622395,100,108.7,122.3,125.2,131.6,124.5,132.7
Corn,..Region VI (Western Visayas),33.443604,38.395295,44.150389,46.63411,48.718757,49.732199,55.398026,61.457677,62.492124,62.47112,64.849821,63.89414,63.00147,66.099559,70.295106,77.257929,82.241126,94.271162,100,102.7,107.7,110.8,121,121.4,127
Corn,....Aklan,40.013228,43.578644,49.440837,51.118326,55.681818,58.435546,60.299423,61.844637,59.88456,59.283309,62.872775,68.620731,72.09596,78.409091,88.792689,93.428331,101.587302,99.158249,100,100.8,109,113.2,115.5,117.3,127.6
Corn,....Antique,27.779061,29.819092,33.903002,35.854503,35.484988,29.237875,31.308699,31.620477,38.252502,35.673595,39.272517,43.510393,46.189376,46.189376,84.680523,92.378753,95.554273,103.86836,100,101.3,108.6,114.8,112.7,102.2,108.1
Corn,....Capiz,34.152907,38.137114,41.804259,46.261067,47.864322,50.735822,51.208423,54.510648,55.940416,57.896626,61.402249,67.916966,71.751615,74.359895,80.515674,93.79038,95.866236,95.967935,100,111.7,117.5,125,128.8,133.2,137.6
Corn,....Iloilo,37.217924,45.664088,48.07651,49.53256,51.122931,47.007307,53.728777,56.436708,57.973351,57.640232,59.117773,60.186976,64.474533,70.658715,79.932302,89.89899,90.248227,94.294004,100,105.4,109.8,118.8,117.7,108.5,117.4
Corn,....Negros Occidental,33.46494,38.423879,44.267214,46.757212,48.868183,50.042114,55.790693,62.007791,62.960623,62.960623,65.329543,64.208254,63.160665,66.266582,69.883133,76.758265,81.833017,94.11455,100,101.8,106.7,108.5,121.3,122.9,128
Corn,....Guimaras,.,.,.,.,.,.,43.962076,44.973689,45.672292,49.705135,52.386137,54.019234,54.436581,54.005625,63.772455,79.13718,81.654872,95.685901,100,100.2,103.4,116.7,117.5,119,126.4
Corn,..Region VII (Central Visayas),35.964627,40.451389,46.934679,47.135417,46.771918,44.357639,47.688802,49.457465,50.558811,51.904297,57.454427,61.702474,65.131293,68.158637,89.008247,89.073351,88.226997,89.599609,100,111.5,116.2,114,111.6,103.1,114.2
Corn,....Bohol,48.069572,52.656728,58.511723,54.204893,55.517329,55.874108,60.49949,61.149337,63.385576,64.857288,70.502039,73.324414,76.45897,78.733435,91.150612,97.75739,94.119521,101.095821,100,106.7,116,111.4,104.3,114.7,141.5
Corn,....Cebu,42.070606,44.344843,50.973882,52.794378,51.422089,47.626162,51.162019,51.527224,52.373838,53.723993,59.860558,63.833555,66.423196,70.628597,84.390217,82.868526,82.868526,82.868526,100,121.5,126.6,125.3,121.7,106.2,119.9
Corn,....Negros Oriental,28.200333,35.23483,41.328969,40.201579,40.788653,39.417082,42.326475,45.828138,47.111388,48.353076,53.195137,57.896924,62.364921,64.245636,94.622818,95.048836,93.360349,95.318994,100,96.2,99.9,96.6,96.2,97.4,103.4
Corn,....Siquijor,30.501888,33.089052,44.747946,45.997113,45.175439,45.330891,49.833444,50.655119,51.310238,53.619809,60.487453,65.228736,66.577837,68.793027,76.67666,88.457695,91.344659,97.612703,100,101.5,111.2,104,104.8,104.7,120.8
Corn,..Region VIII (Eastern Visayas),34.774115,39.835165,49.175824,50.29304,50.604396,59.035409,70.06105,67.448107,66.300366,65.811966,67.838828,70.555556,73.260073,74.91453,86.062271,95.18315,91.642247,94.615385,100,106,116.3,128,133.2,137.7,138.6
Corn,....Eastern Samar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Corn,....Leyte,33.576233,38.976084,48.262332,48.237419,47.907324,58.295964,70.559292,68.472845,67.108869,65.906826,67.993274,70.733682,74.763328,76.258097,88.259841,96.393871,89.872945,93.721973,100,105.2,113.7,122.3,126.6,134.7,136
Corn,....Northern Samar,.,.,.,.,.,.,.,.,.,.,.,.,68.538813,69.674658,85.399543,90.405251,94.23516,99.931507,100,106.6,139,201.1,216.3,170.9,168
Corn,....Western Samar,44.114337,47.175332,57.674994,66.931128,71.376322,67.628854,73.441368,64.663516,64.151474,67.465676,69.32253,70.982444,67.533198,67.578213,74.347288,91.587891,102.059419,100.70898,100,118.5,130.3,131.4,134.8,146.8,137.6
Corn,....Southern Leyte,25.624193,28.425886,32.66968,31.675994,33.745875,34.294734,33.720763,34.71445,35.076769,35.474961,36.967284,38.836275,43.047783,52.163151,59.62118,80.822213,87.882049,90.09901,100,105.6,115.2,123.9,137.9,144.9,153.6
Corn,....Biliran,.,.,.,.,.,.,69.805113,70.652999,70.102506,70.342951,72.070362,76.328778,75.904834,79.384966,90.072134,93.020754,93.36244,94.91268,100,102.2,104.8,108.3,109.3,111.7,138.5
Corn,..Region IX (Zamboanga Peninsula),33.704188,39.561518,46.755017,48.336606,51.019852,52.661431,57.695244,57.482548,59.02596,57.1226,59.282286,62.641798,65.434119,68.695462,85.792976,90.821335,86.082024,94.104494,100,104.7,108.5,105.2,101.6,98.6,110.4
Corn,....Zamboanga Del Norte,29.532937,30.750165,37.73959,41.00022,42.54241,46.227143,51.712932,51.029963,53.018286,53.001763,55.100242,61.505838,66.07733,69.068077,89.882133,91.044283,83.685834,97.868473,100,106.8,111.1,112.2,104.9,99.1,113
Corn,....Zamboanga Del Sur,37.351974,46.847588,54.276316,54.599781,58.179825,58.289474,63.020833,63.163377,64.39693,61.019737,63.278509,64.320175,65.783991,70.487939,86.003289,90.882675,90.701754,91.814693,100,104.3,107.1,98.7,97.6,97.2,108.5
Corn,....Zamboanga Sibugay,.,.,.,.,.,.,.,.,.,.,.,.,61.18931,59.103427,67.798858,89.641983,75.326397,88.861689,100,99.6,105.2,104.5,104.3,101.3,108.5
Corn,....City of Isabela,.,.,.,.,.,.,.,.,.,.,.,.,71.684588,71.684588,87.968937,90.830346,90.967742,90.967742,100,107.3,108.9,109.1,130.6,136.2,153.8
Corn,..Region X (Northern Mindanao),29.248567,34.792179,42.168305,42.234848,42.746724,40.473997,47.235872,46.928747,47.138616,48.116298,54.862817,58.271908,61.43018,65.909091,80.528256,84.894554,81.905201,92.275799,100,102.3,108.7,105.2,103.2,102,112.2
Corn,....Bukidnon,27.899978,34.241628,40.960823,40.052528,40.659882,36.200482,43.713066,43.587218,47.09455,49.890567,57.654848,62.639527,65.659882,70.825126,86.178595,88.602539,84.055592,97.368133,100,101.7,103.4,97.6,98.4,97,106.2
Corn,....Camiguin,53.028661,60.994701,63.252649,58.188825,51.150048,51.619701,56.846098,55.352842,54.919316,51.932803,69.141378,70.453998,72.248314,72.206166,82.086946,93.238198,97.212187,97.501204,100,103.6,113.7,114.7,106.8,104.3,116.9
Corn,....Lanao Del Norte,38.455305,46.029512,59.224667,53.339304,49.496759,52.102525,69.421699,66.564313,46.93364,42.353292,49.812351,50.187649,51.164278,53.620778,80.006824,92.361822,88.233538,98.528659,100,98.9,99.9,98.1,97.2,96.5,110.8
Corn,....Misamis Occidental,39.194066,37.984496,40.39027,50.461107,51.617215,56.549051,62.276129,65.791232,67.074312,68.056669,74.832932,76.958033,80.205827,87.469928,109.282277,111.48757,110.805934,109.616413,100,93.2,92.1,86.9,79.5,76.7,83.7
Corn,....Misamis Oriental,24.924242,29.533493,37.882775,40.067783,42.185008,41.283892,41.654705,40.677831,40.46252,39.0311,42.440191,43.35327,47.822967,50.566188,55.586124,62.228868,63.046252,69.497608,100,110.6,133.9,134.6,128.5,128,138.4
Corn,..Region XI (Davao Region),36.186997,40.703092,45.489199,44.462092,46.172173,48.146972,49.047014,46.934562,47.903431,49.295849,57.518001,58.105676,63.54299,65.210716,80.723211,87.447056,84.82105,97.257518,100,102.2,105.2,112.2,108.6,112.9,126
Corn,....Davao Del Norte,35.32955,38.993429,42.587614,41.288331,41.338112,45.768618,45.315611,43.862007,45.325568,48.710673,54.624652,54.02728,59.757069,60.234966,80.321585,88.251693,83.771406,95.191159,100,105.6,112.2,123,122,121.5,122.6
Corn,....Davao Del Sur,32.741492,35.727119,42.549144,40.630945,48.356584,45.640457,47.394843,47.236314,46.866413,46.158317,56.758613,58.978017,63.416825,64.642782,77.790108,84.897485,86.345382,98.383006,100,102.5,106.4,107.8,106.6,109,119.2
Corn,....Davao Oriental,48.995177,62.506699,67.041801,70.357717,62.513398,65.561361,71.007503,59.6597,61.823419,59.070204,71.958735,73.74732,80.405949,89.181404,87.131565,87.191854,84.954448,97.374062,100,100.6,101.2,111.2,103.9,114.6,134.4
Corn,....Compostela Valley,.,.,.,.,.,.,.,.,.,.,.,.,63.85696,64.9106,85.839719,92.677735,84.653044,103.996381,100,100.4,101.8,106.7,102.4,105.8,126.1
Corn,..Region XII (SOCCSKSARGEN),33.254319,48.525074,56.426464,51.490729,54.108723,52.40729,50.958702,48.435525,51.169406,50.468816,59.576485,61.836283,63.211125,65.976612,84.934682,93.420775,88.716814,100.184366,100,109.9,121.1,122,122.5,123.9,129.5
Corn,....North Cotabato,31.408012,37.281214,46.55776,42.609879,41.481914,39.065539,41.710424,42.138273,42.133411,42.468884,51.34189,55.664138,58.352781,61.702645,75.325749,84.446713,83.518086,94.578958,100,102.9,110.3,106.9,104.4,103.4,118
Corn,....South Cotabato,36.304146,56.995599,64.755617,58.976141,63.406301,61.889043,58.640259,54.418578,55.738939,56.242761,64.616632,66.962011,69.486912,71.316887,83.721334,92.795923,90.960158,94.31318,100,98.8,106.4,108.1,109.1,101.5,102
Corn,....Sultan Kudarat,.,.,.,.,.,.,.,.,.,.,.,.,51.396026,55.477047,62.165982,64.311408,77.530832,93.388147,100,106.2,112.3,113.7,106.3,103.1,110.7
Corn,....Saranggani,.,.,.,.,.,.,54.796827,51.015863,55.253151,53.922208,63.35289,64.662103,65.178183,67.715124,90.607345,99.071056,91.367884,103.775532,100,103.8,110.5,111.7,112.4,109.9,131.5
Corn,....City of Cotabato,37.080689,37.080689,51.74524,56.353883,68.774554,74.161378,74.161378,74.161378,74.161378,74.161378,74.161378,74.161378,90.661831,92.837715,96.101541,98.927168,100.725295,101.450589,100,121.9,141.9,145,155.5,165.7,163.8
Corn,..Region XIII (Caraga),23.152855,26.961532,34.858499,33.159634,33.536689,37.841044,41.484494,38.459583,38.713777,39.9212,44.136587,48.241823,50.847314,59.413659,82.295374,93.259617,91.454838,101.787833,100,102.9,106.9,103.3,98.6,96.7,111.5
Corn,....Agusan Del Norte,24.898683,34.402229,36.322188,35.967579,35.927052,42.304965,47.882472,40.607903,41.914894,43.844985,54.878419,57.173252,60.800405,70.531915,85.582573,91.77305,89.934144,107.740628,100,102.5,106.8,104.5,103.9,102.5,120.3
Corn,....Agusan Del Sur,26.616251,29.893238,41.790233,38.888889,38.271056,41.330565,48.902728,45.793792,45.729537,47.701661,52.16983,56.914788,59.326809,62.633452,84.371293,93.317517,88.76038,100.968762,100,103.5,107.2,102.1,95.4,92.9,107.4
Corn,....Surigao Del Norte,27.725401,31.160598,36.903988,37.608366,41.303641,39.082141,40.073689,46.423927,50.547248,53.104681,58.690941,64.044213,65.014088,64.613134,77.178153,86.329649,86.784785,93.232553,100,104.1,106.4,106,101.6,103.1,110.1
Corn,....Surigao Del Sur,15.959095,18.611197,21.56802,21.456978,23.670075,29.741246,25.5862,23.923148,24.202045,23.67524,24.759839,28.344179,30.988534,49.085838,77.471336,94.047619,97.167131,101.384155,100,97.9,103.5,107.4,103.1,103.1,108
Corn,....Dinagat Island,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,104.9,110.2,108.1,99.8,102.6,125.1
Corn,..Autonomous Region in Muslim Mindanao (ARMM),33.430967,37.985297,47.404089,48.885826,53.509074,46.548357,54.175281,56.053297,56.087756,54.077648,55.760395,60.699518,68.917988,77.044567,90.87411,99.925339,106.547209,104.68068,100,101.9,106.4,114.5,124,132.3,134.3
Corn,....Basilan,32.310361,41.672649,48.115578,52.536492,56.05408,56.903565,64.034458,69.532185,70.25006,71.069634,71.069634,71.18928,71.793491,72.648959,83.446997,85.403207,85.929648,92.964824,100,105.3,105.8,103.3,103.7,105.2,112.8
Corn,....Lanao Del Sur,45.255474,45.826315,46.902489,48.675838,53.359536,46.790193,46.631106,45.742092,44.787573,44.13251,46.04155,52.091522,56.148231,57.523863,79.393599,104.576081,106.513195,106.513195,100,100.8,112,130.7,143.1,149.7,140.9
Corn,....Maguindanao,26.118613,30.129733,35.921366,36.106698,37.483452,36.245698,46.028594,47.762775,48.3982,50.297855,59.352661,66.236431,79.408261,95.300503,108.49219,102.521843,105.361398,102.369606,100,101.2,100.7,99.7,105.4,109.3,107.9
Corn,....Sulu,27.661214,39.284021,71.325273,74.140588,85.289237,64.420341,81.199621,87.138454,87.268848,74.68587,62.322191,62.986012,71.147463,77.661214,79.492651,89.965624,113.44239,108.392603,100,103.7,104.3,109.6,123.7,146.6,176.5
Corn,....Tawi-Tawi,25.944867,26.948178,27.352425,28.93045,30.084746,32.948568,44.895772,49.430158,56.00039,55.961426,57.690434,57.680694,58.455094,65.414962,76.52932,95.300019,97.102085,100.10715,100,108.4,113.3,114.6,114.5,116.3,116.1
Fruit (ND),PHILIPPINES,37.978525,40.482026,44.660364,47.140523,51.272176,58.274977,60.714286,61.601307,62.184874,61.151961,64.99183,67.005135,70.028011,74.305556,82.189542,85.760971,88.37535,94.246032,100,103.7,110.7,117.7,124.9,132.1,139.2
Fruit (ND),..National Capital Region (NCR),33.419561,36.653117,43.422025,46.476965,48.854398,68.015521,68.335797,66.537324,66.635871,66.808327,71.255235,72.228381,73.891353,77.90712,83.906135,87.250554,91.580439,95.577729,100,104.1,105.8,113.5,126.4,137.2,145.4
Fruit (ND),..Cordillera Administrative Region (CAR),35.446702,35.883574,37.609218,41.857798,44.675623,46.630625,50.671691,55.100481,55.488204,54.12844,56.940804,60.13543,65.541721,65.372433,76.39799,79.980341,85.140891,89.689821,100,101.7,110.9,122,127.6,130.2,132.9
Fruit (ND),....Abra,50.427028,53.146194,51.770912,53.968852,55.815122,49.698568,87.101231,73.88847,62.911329,53.554383,71.640291,73.91359,75.37051,70.403165,85.336599,94.913338,86.504647,99.403416,100,97.4,114.6,122.4,129.4,128.8,148.1
Fruit (ND),....Benguet,35.374919,35.251023,36.576169,42.426201,44.990304,47.150399,44.882568,51.826115,49.870718,51.395173,53.813833,58.074768,64.635854,65.136824,80.392157,83.037061,91.031028,92.501616,100,103.5,115.8,132.5,135.9,137.9,137
Fruit (ND),....Ifugao,24.073465,26.924342,33.936404,33.097588,35.888158,39.753289,46.019737,51.058114,54.775219,53.673246,59.166667,61.27193,65.822368,62.560307,64.221491,65.498904,69.616228,73.591009,100,105.5,109,116.8,118,122.5,128.9
Fruit (ND),....Kalinga,35.991476,35.705473,36.877524,38.223419,42.99013,46.803499,58.630552,60.099821,69.913638,70.693136,65.152535,65.337595,67.305967,64.569314,69.201436,73.777479,69.537909,80.434051,100,101.8,104.4,103,115.5,124.1,116.3
Fruit (ND),....Mt. Province,37.060457,38.510179,40.263212,43.095826,45.984989,47.48612,46.812667,52.848036,60.209747,50.884228,55.048324,55.464734,61.695455,59.294674,63.628419,74.141476,85.847214,92.88505,100,98.6,101.1,109,118.1,119.5,123.5
Fruit (ND),....Apayao,.,.,.,.,.,.,75.321152,72.65227,78.643411,61.207087,60.110742,63.58804,66.439646,80.59247,81.079734,79.341085,80.570321,94.06423,100,95,96.3,104.8,114.5,116.4,120
Fruit (ND),..Region I (Ilocos Region),43.105951,45.101597,50.749879,53.199081,56.748911,67.821722,64.253749,61.834785,73.101113,64.150943,68.64417,71.825109,72.587083,74.48597,79.807692,82.154088,86.357039,94.248911,100,101.8,106.5,114.5,121.7,130.6,145.2
Fruit (ND),....Ilocos Norte,40.15457,41.297043,43.897849,44.670699,45.443548,73.729839,71.969086,78.245968,91.606183,75.974462,80.645161,79.818548,80.645161,80.698925,87.65457,88.481183,92.896505,99.885753,100,102.7,113.6,127.8,139.5,148.6,152.2
Fruit (ND),....Ilocos Sur,59.161065,64.793378,68.216331,64.824496,61.295743,72.025143,62.509335,62.46577,68.122977,64.027882,67.593976,69.977595,74.663928,80.594971,88.965646,96.110281,99.066468,102.514314,100,98.7,105.9,111.7,112.9,131.2,149.6
Fruit (ND),....La Union,44.885829,47.875471,51.741996,52.966102,52.971987,62.641243,61.240584,62.735405,67.867232,66.225282,71.262947,71.086394,70.621469,78.642891,87.04096,88.471045,92.737759,100.300141,100,104.2,110,120,130.3,142.3,151
Fruit (ND),....Pangasinan,40.037011,41.189112,48.155444,52.22063,58.428844,67.723257,64.40425,59.21681,73.08978,61.885148,66.362225,71.251194,71.651146,71.263133,74.874642,76.820678,81.202245,90.120583,100,101.8,104.2,110.9,117.8,123.7,141.3
Fruit (ND),..Region II (Cagayan Valley),36.799231,37.234366,38.752277,41.853876,45.107266,52.808136,52.767658,53.445659,52.631046,50.85003,52.241449,55.540376,60.716454,60.45335,68.462862,73.178506,85.033394,90.998786,100,100.2,101.4,104.6,106.9,112.6,115.6
Fruit (ND),....Batanes,67.890939,32.931157,39.667613,40.820913,37.987935,47.391767,70.972321,70.972321,70.972321,70.972321,70.972321,70.972321,70.978235,73.75207,84.740951,85.427017,87.544358,95.173882,100,103.3,114,123.8,124.2,136.2,141.5
Fruit (ND),....Cagayan,28.02901,28.000569,30.531854,34.764884,38.457527,43.264126,40.467387,45.008532,47.084755,45.131779,46.440083,49.544937,56.878081,58.26697,69.828403,75.293895,97.909556,95.615283,100,93.3,96.1,105.4,104.7,105,105.8
Fruit (ND),....Isabela,43.100682,43.572002,42.659446,46.480144,47.46791,59.326113,62.901123,59.125552,54.708183,54.001203,53.504813,55.831328,60.1785,57.044725,63.001404,66.967509,71.043923,85.263738,100,103.1,100.9,100.6,105.9,115.8,117.1
Fruit (ND),....Nueva Vizcaya,44.107565,46.465721,49.793144,49.408983,57.742317,65.289598,63.256501,65.419622,64.751773,60.36643,63.871158,67.754137,70.916076,72.452719,80.248227,85.478723,84.213948,92.464539,100,105,109.2,112.9,112,120.1,128.4
